Year	Sector	Chapter	Departement	Type	Value
2018	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Specialized materials and services	239890
2018	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Other expenses	112140
2018	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Wages & salaries	598951
2018	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	General expenses	30000
2018	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Wages & salaries	1032078
2018	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	General expenses	44408
2018	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Specialized materials and services	79940
2018	Economic Sector	Ministry of Transport and Ports	Hamar Port 	Wages & salaries	912000
2018	Economic Sector	Ministry of Transport and Ports	Hamar Port 	General expenses	80209
2018	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	Wages & salaries	1795683
2018	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	General expenses	82853
2018	Social Sector	Ministry of Health 	Ministry of Health 	Wages & salaries	1096062
2018	Social Sector	Ministry of Health 	Ministry of Health 	Other employee costs	39690
2018	Social Sector	Ministry of Health 	Ministry of Health 	General expenses	32421
2018	Social Sector	Ministry of Health 	Ministry of Health 	Specialized materials and services	0
2018	Social Sector	Ministry of Health 	Ministry of Health 	Fixed assets acquisition	0
2018	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Wages & salaries	1363636
2018	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other employee costs	1560750
2018	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	General expenses	163193
2018	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Education and training expenses	599514
2018	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other expenses	0
2018	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Fixed assets acquisition	658500
2018	Social Sector	Ministry of Education and Higher Education	Somali National University	Wages & salaries	416232
2018	Social Sector	Ministry of Education and Higher Education	Somali National University	Other employee costs	2153668
2018	Social Sector	Ministry of Education and Higher Education	Somali National University	General expenses	19500
2018	Social Sector	Ministry of Education and Higher Education	Somali National University	Education and training expenses	70000
2018	Social Sector	Ministry of Education and Higher Education	Somali National University	Specialized materials and services	0
2018	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Wages & salaries	367661
2018	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	General expenses	68360
2018	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Education and training expenses	55000
2018	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Fixed assets acquisition	144648
2018	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Wages & salaries	164400
2018	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	General expenses	55000
2018	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Fixed assets acquisition	91500
2018	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Wages & salaries	1120803
2018	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Other employee costs	101990
2018	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	General expenses	60475
2018	Social Sector	Ministry of Youth and Sport	Ministry of Youth and Sport	Wages & salaries	546603
2018	Social Sector	Ministry of Youth and Sport	Ministry of Youth and Sport	General expenses	49869
2018	Social Sector	Ministry of Women and Human Rights Dev.	Ministry of Women and Human Rights Dev.	Wages & salaries	812783
2018	Social Sector	Ministry of Women and Human Rights Dev.	Ministry of Women and Human Rights Dev.	General expenses	46819
2019	Administration Sector 	Office of the Presidency	Office of the Presidency	Wages & salaries	3235113
2019	Administration Sector 	Office of the Presidency	Office of the Presidency	Other employee costs	322564
2019	Administration Sector 	Office of the Presidency	Office of the Presidency	General expenses	2520616
2019	Administration Sector 	Office of the Presidency	Office of the Presidency	Specialized materials and services	0
2019	Administration Sector 	Office of the Presidency	Office of the Presidency	Other expenses	661534
2019	Administration Sector 	Office of the Parliament	Office of the Parliament	Wages & salaries	2905095
2019	Administration Sector 	Office of the Parliament	Office of the Parliament	General expenses	1551757
2019	Administration Sector 	Office of the Parliament	Office of the Parliament	Other expenses	880930
2019	Administration Sector 	Office of the Parliament	Office of the Parliament	Fixed assets acquisition	469983
2019	Administration Sector 	Office of the Parliament	Office of the Parliament	To International Organizations	87500
2019	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Wages & salaries	14528400
2019	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Specialized materials and services	310000
2019	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Other expenses	639400
2019	Administration Sector 	Office of the Parliament	Office of the Senate	Wages & salaries	3179700
2019	Administration Sector 	Office of the Parliament	Office of the Senate	General expenses	527835
2019	Administration Sector 	Office of the Parliament	Office of the Senate	Specialized materials and services	74212
2019	Administration Sector 	Office of the Parliament	Office of the Senate	Other expenses	204888
2019	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Wages & salaries	2004555
2019	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other employee costs	179356
2019	Administration Sector 	Prime Minister Office	Office of the Prime Minister	General expenses	4031617
2019	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other expenses	987000
2019	Administration Sector 	Prime Minister Office	Environmental Directorate	Wages & salaries	0
2019	Administration Sector 	Prime Minister Office	Environmental Directorate	General expenses	0
2019	Administration Sector 	Prime Minister Office	Environmental Directorate	Other expenses	0
2019	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Wages & salaries	1828923
2019	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	General expenses	785774
2019	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Consulting and professional fees	435605
2019	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Other expenses	71850
2019	Administration Sector 	Ministry of Foreign Affairs	Embassies	Wages & salaries	3625905
2019	Administration Sector 	Ministry of Foreign Affairs	Embassies	General expenses	557630
2019	Administration Sector 	Ministry of Foreign Affairs	Embassies	Other expenses	710812
2019	Administration Sector 	Ministry of Foreign Affairs	Embassies	Fixed assets acquisition	0
2019	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Wages & salaries	6394934
2019	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other employee costs	381936
2019	Administration Sector 	Finance and Other Department 	Ministry of Finance 	General expenses	1685598
2019	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Education and training expenses	0
2019	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other expenses	874293
2019	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Fixed assets acquisition	607849
2019	Administration Sector 	Finance and Other Department 	Accountant General	Wages & salaries	946250
2019	Administration Sector 	Finance and Other Department 	Accountant General	Other employee costs	319135
2019	Administration Sector 	Finance and Other Department 	Accountant General	General expenses	443200
2019	Administration Sector 	Finance and Other Department 	Accountant General	Other expenses	24000
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	Arrears on Salaries and Allowances	528590
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	General expenses	90000
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	Finance costs	5599635
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	Specialized materials and services	2793784
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	Other expenses	172870
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	Fixed assets acquisition	5965380
2019	Administration Sector 	Finance and Other Department 	Other Activities of the State	To International Organizations	1357131
